	kingdom	phylum	class	order	family	genus	species
Otu6340	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_cipronana
Otu6341	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6342	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium_pini
Otu6343	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Ramophialophora	unidentified
Otu6344	Fungi						
Otu6345	Fungi						
Otu6346	Fungi						
Otu6347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora_coronillae
Otu6348	Fungi	Basidiomycota	Agaricomycetes				
Otu6349	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum_bourdotii
Otu6350	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	unidentified
Otu6351	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu6352	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
Otu6353	Fungi						
Otu6354	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu6355	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_fabisporus
Otu6356	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_aetites
Otu6357	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6358	Fungi						
Otu6359	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6360	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	unidentified
Otu6361	Fungi						
Otu6362	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6363	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
Otu6364	Fungi	Basidiomycota					
Otu6365	Fungi						
Otu6366	Fungi	Ascomycota					
Otu6367	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_radians
Otu6368	Fungi						
Otu6369	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Rhizosphaera	Rhizosphaera_kalkhoffii
Otu6370	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cyphellaceae	unidentified	unidentified
Otu6371	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_chlamydosporus
Otu6372	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	unidentified	unidentified
Otu6373	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_undatum
Otu6374	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	unidentified
Otu6375	Fungi						
Otu6376	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6377	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu6378	Fungi						
Otu6379	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6380	Fungi	Ascomycota					
Otu6381	Fungi	Ascomycota					
Otu6382	Fungi						
Otu6383	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_umbrinospora
Otu6384	Fungi						
Otu6385	Fungi						
Otu6386	Fungi						
Otu6387	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_haematocephalus
Otu6388	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6389	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu6390	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6391	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	unidentified
Otu6392	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	unidentified
Otu6393	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_rufipes
Otu6394	Fungi						
Otu6395	Fungi						
Otu6396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	
Otu6397	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6398	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6399	Fungi						
Otu6400	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6401	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6402	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu6403	Fungi						
Otu6404	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6405	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6406	Fungi	Glomeromycota	Paraglomeromycetes				
Otu6407	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_curtus
Otu6408	Fungi						
Otu6409	Fungi	Ascomycota	Dothideomycetes				
Otu6410	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Cephalotheca	unidentified
Otu6411	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6412	Fungi						
Otu6413	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
Otu6414	Fungi						
Otu6415	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu6416	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	unidentified
Otu6417	Fungi	Basidiomycota	Agaricomycetes				
Otu6418	Fungi	Ascomycota	Lecanoromycetes	unidentified	unidentified	unidentified	unidentified
Otu6419	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu6420	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6421	Fungi	Ascomycota	Leotiomycetes				
Otu6422	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	unidentified
Otu6423	Fungi	Ascomycota	Sordariomycetes				
Otu6424	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6425	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
Otu6426	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	unidentified
Otu6427	Fungi						
Otu6428	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Atractium	Atractium_crassum
Otu6429	Fungi	Basidiomycota	Agaricomycetes				
Otu6430	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia_agapanthi
Otu6431	Fungi						
Otu6432	Fungi						
Otu6433	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	Pseudosigmoidea_ibarakiensis
Otu6434	Fungi	Basidiomycota	Agaricomycetes				
Otu6435	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6436	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6437	Fungi	Glomeromycota					
Otu6438	Fungi	Ascomycota	Sordariomycetes				
Otu6439	Fungi						
Otu6440	Fungi	Ascomycota					
Otu6441	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6442	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6443	Fungi	Ascomycota					
Otu6444	Fungi						
Otu6445	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_apiculata
Otu6446	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_cupiformis
Otu6447	Fungi						
Otu6448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae		
Otu6449	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
Otu6450	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu6451	Fungi						
Otu6452	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Catenulostroma	
Otu6453	Fungi	Ascomycota	Lecanoromycetes	Ostropales	unidentified	unidentified	unidentified
Otu6454	Fungi						
Otu6455	Fungi						
Otu6456	Fungi						
Otu6457	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Otu6458	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6459	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	Eichleriella_tenuicula
Otu6460	Fungi						
Otu6461	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	unidentified
Otu6462	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu6463	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
Otu6464	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Collophora	unidentified
Otu6465	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6466	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae		
Otu6467	Fungi	Glomeromycota	Paraglomeromycetes	unidentified	unidentified	unidentified	unidentified
Otu6468	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6469	Fungi	Ascomycota					
Otu6470	Fungi						
Otu6471	Fungi						
Otu6472	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Tropicoporus	Tropicoporus_tropicalis
Otu6473	Fungi						
Otu6474	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6475	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6476	Fungi	Glomeromycota	Paraglomeromycetes	unidentified	unidentified	unidentified	unidentified
Otu6477	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6478	Fungi						
Otu6479	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6480	Fungi						
Otu6481	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	unidentified	unidentified	unidentified
Otu6482	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_acuminata
Otu6483	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Echria	unidentified
Otu6484	Fungi	Ascomycota					
Otu6485	Fungi						
Otu6486	Fungi	Basidiomycota	Agaricomycetes				
Otu6487	Fungi						
Otu6488	Fungi						
Otu6489	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora_mirabilis
Otu6490	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6491	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6492	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	unidentified
Otu6493	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	
Otu6494	Fungi						
Otu6495	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu6496	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu6497	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6498	Fungi						
Otu6499	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6500	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified
Otu6501	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium_palmicola
Otu6502	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	unidentified	unidentified
Otu6503	Fungi						
Otu6504	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces	unidentified
Otu6505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	unidentified
Otu6506	Fungi						
Otu6507	Fungi	Ascomycota	GS37	GS37	unidentified	unidentified	unidentified
Otu6508	Fungi	Ascomycota					
Otu6509	Fungi						
Otu6510	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
Otu6511	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
Otu6512	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Sterellum	Sterellum_rufum
Otu6513	Fungi						
Otu6514	Fungi	Ascomycota					
Otu6515	Fungi						
Otu6516	Fungi	Ascomycota	Sordariomycetes				
Otu6517	Fungi						
Otu6518	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu6519	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu6520	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6521	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6522	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	unidentified
Otu6523	Fungi						
Otu6524	Fungi	Basidiomycota	Agaricomycetes				
Otu6525	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	unidentified	unidentified
Otu6526	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia_exosporioides
Otu6527	Fungi	Basidiomycota	Agaricomycetes				
Otu6528	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	unidentified
Otu6529	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Otu6530	Fungi	Ascomycota	Sordariomycetes				
Otu6531	Fungi						
Otu6532	Fungi						
Otu6533	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae		
Otu6534	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria_anthuriicola
Otu6535	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	
Otu6536	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_orientalis
Otu6537	Fungi						
Otu6538	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6539	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
Otu6540	Fungi						
Otu6541	Fungi						
Otu6542	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6543	Fungi	Mucoromycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6544	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6545	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu6546	Fungi						
Otu6547	Fungi						
Otu6548	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6549	Fungi	Ascomycota					
Otu6550	Fungi						
Otu6551	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6552	Fungi						
Otu6553	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Phialemoniopsis	unidentified
Otu6554	Fungi	Ascomycota					
Otu6555	Fungi						
Otu6556	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	unidentified
Otu6557	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	unidentified
Otu6558	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	unidentified
Otu6559	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6560	Fungi						
Otu6561	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
Otu6562	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu6563	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_arenicola
Otu6564	Fungi						
Otu6565	Fungi						
Otu6566	Fungi						
Otu6567	Fungi						
Otu6568	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu6569	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6570	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu6571	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6572	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	
Otu6573	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	unidentified	unidentified
Otu6574	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Trichometasphaeria	unidentified
Otu6575	Fungi						
Otu6576	Fungi						
Otu6577	Fungi						
Otu6578	Fungi						
Otu6579	Fungi						
Otu6580	Fungi						
Otu6581	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
Otu6582	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_semiglobata
Otu6583	Fungi	Ascomycota					
Otu6584	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu6585	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6586	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Lambertella	Lambertella_pruni
Otu6587	Fungi	Ascomycota	Eurotiomycetes	Onygenales	unidentified	unidentified	unidentified
Otu6588	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6589	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6590	Fungi						
Otu6591	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	unidentified
Otu6592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
Otu6593	Fungi						
Otu6594	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6595	Fungi						
Otu6596	Fungi	Ascomycota	Sordariomycetes				
Otu6597	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	unidentified
Otu6598	Fungi						
Otu6599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
Otu6600	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6601	Fungi						
Otu6602	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria_major
Otu6603	Fungi						
Otu6604	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	unidentified
Otu6605	Fungi						
Otu6606	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu6607	Fungi						
Otu6608	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6609	Fungi	Ascomycota					
Otu6610	Fungi						
Otu6611	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unidentified	unidentified	unidentified
Otu6612	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6613	Fungi						
Otu6614	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Resinicium	Resinicium_bicolor
Otu6615	Fungi						
Otu6616	Fungi						
Otu6617	Fungi	Glomeromycota	Paraglomeromycetes				
Otu6618	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	unidentified
Otu6619	Fungi	Basidiomycota	Agaricomycetes				
Otu6620	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu6621	Fungi						
Otu6622	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_sorbicola
Otu6623	Fungi						
Otu6624	Fungi						
Otu6625	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora_torulosa
Otu6626	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6627	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6628	Fungi						
Otu6629	Fungi						
Otu6630	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	unidentified
Otu6631	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Micropsalliota	Micropsalliota_pseudoarginea
Otu6632	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella_vermicola
Otu6633	Fungi						
Otu6634	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	unidentified
Otu6635	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_xylopini
Otu6636	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6637	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6638	Fungi						
Otu6639	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6640	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6641	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6642	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
Otu6643	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_falcata
Otu6644	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6645	Fungi						
Otu6646	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6647	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu6648	Fungi	Ascomycota					
Otu6649	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu6650	Fungi						
Otu6651	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu6652	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium_perlongisporum
Otu6653	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu6654	Fungi						
Otu6655	Fungi						
Otu6656	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu6657	Fungi						
Otu6658	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu6659	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6660	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	Trichoglossum_hirsutum
