	kingdom	phylum	class	order	family	genus	species
Otu4315	Bacteria	Acidobacteria	Subgroup 25	uncultured bacterium			
Otu4316	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu4317	Bacteria	Armatimonadetes	uncultured				
Otu4318	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4319	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured soil bacterium
Otu4320	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu4321	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
Otu4322	Bacteria	Actinobacteria	Actinobacteria				
Otu4323	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
Otu4324	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu4325	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4326	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	
Otu4327	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4328	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4329	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4330	Bacteria	Gemmatimonadetes	S0134 terrestrial group	metagenome			
Otu4331	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)			
Otu4332	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
Otu4333	Bacteria	BRC1	uncultured Desulfocaldus sp.				
Otu4334	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
Otu4335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu4336	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
Otu4337	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	uncultured bacterium
Otu4338	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	
Otu4339	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured bacterium	
Otu4340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae		
Otu4341	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu4342	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured bacterium	
Otu4343	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu4344	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu4345	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu4346	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	metagenome	
Otu4347	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	metagenome
Otu4348	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium
Otu4349	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Otu4350	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	uncultured Microgenomates group bacterium		
Otu4351	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4352	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	
Otu4353	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium		
Otu4354	Bacteria	FBP	uncultured bacterium				
Otu4355	Bacteria	Chloroflexi	TK10				
Otu4356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae		
Otu4357	Bacteria						
Otu4358	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured bacterium	
Otu4359	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	metagenome
Otu4360	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Otu4361	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu4362	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4363	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Azovibrio	uncultured bacterium
Otu4364	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4365	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu4366	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Otu4367	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4368	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
Otu4369	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured bacterium
Otu4370	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	uncultured gamma proteobacterium
Otu4371	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured Chloroflexi bacterium
Otu4372	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
Otu4373	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	uncultured bacterium	
Otu4374	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu4375	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae		
Otu4376	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	metagenome
Otu4377	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured Chloroflexi bacterium
Otu4378	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
Otu4379	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured		
Otu4380	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4381	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4382	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales			
Otu4383	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured alpha proteobacterium	
Otu4384	Bacteria	Chloroflexi	TK10				
Otu4385	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae		
Otu4386	Bacteria	Patescibacteria	Microgenomatia	Candidatus Gottesmanbacteria	uncultured Microgenomates group bacterium		
Otu4387	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	uncultured bacterium	
Otu4388	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	
Otu4389	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17		
Otu4390	Bacteria	Proteobacteria	Deltaproteobacteria				
Otu4391	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	metagenome
Otu4392	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured soil bacterium		
Otu4393	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	uncultured Sorangiineae bacterium	
Otu4394	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium			
Otu4395	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured bacterium	
Otu4396	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
Otu4397	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Acidobacteriaceae bacterium
Otu4398	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	
Otu4399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured Rhodospirillales bacterium	
Otu4400	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Zavarzinella	
Otu4401	Bacteria	Planctomycetes	Pla3 lineage	uncultured bacterium			
Otu4402	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
Otu4403	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu4404	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4405	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
Otu4406	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	uncultured bacterium
Otu4408	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
Otu4409	Bacteria	FBP	uncultured bacterium				
Otu4410	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured Gemmatimonadetes bacterium		
Otu4411	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	966-1	uncultured bacterium
Otu4412	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4413	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	metagenome
Otu4414	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu4415	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured Sphingobacteriales bacterium
Otu4416	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
Otu4417	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured		
Otu4418	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete
Otu4419	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
Otu4420	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	metagenome
Otu4421	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu4422	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	uncultured bacterium	
Otu4423	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured bacterium
Otu4424	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	
Otu4425	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured Gemmatimonadetes bacterium		
Otu4426	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	uncultured Chloroflexi bacterium		
Otu4427	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured bacterium	
Otu4428	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium
Otu4429	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Inhella	
Otu4430	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola	uncultured bacterium
Otu4431	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
Otu4432	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured delta proteobacterium
Otu4433	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured Caldilineaceae bacterium		
Otu4434	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	metagenome
Otu4435	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	uncultured bacterium		
Otu4436	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
Otu4437	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured Caldilineaceae bacterium		
Otu4438	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	OLB13	uncultured bacterium
Otu4439	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	metagenome	
Otu4440	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium		
Otu4441	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	metagenome	
Otu4442	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	metagenome
Otu4443	Bacteria	Chloroflexi	SHA-26	uncultured bacterium			
Otu4444	Bacteria	Planctomycetes	OM190	uncultured bacterium			
Otu4445	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu4446	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781		
Otu4447	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4448	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4449	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
Otu4450	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured soil bacterium		
Otu4451	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured bacterium
Otu4452	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
Otu4453	Bacteria	Acidobacteria	Subgroup 6	unidentified			
Otu4454	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	uncultured	
Otu4455	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	metagenome	
Otu4456	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	uncultured bacterium		
Otu4457	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter kanuolensis
Otu4458	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4459	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	
Otu4460	Bacteria	Omnitrophicaeota					
Otu4461	Bacteria	Acidobacteria	Subgroup 22	uncultured bacterium			
Otu4462	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured bacterium
Otu4463	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured bacterium	
Otu4464	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	
Otu4465	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured		
Otu4466	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu4467	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured bacterium		
Otu4468	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4469	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4470	Bacteria	Planctomycetes	BD7-11				
Otu4471	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4472	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	metagenome
Otu4473	Bacteria	FBP	uncultured soil bacterium				
Otu4474	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
Otu4475	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	uncultured bacterium	
Otu4476	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	
Otu4477	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya ANT.L52.2	uncultured cyanobacterium
Otu4478	Bacteria	Planctomycetes	OM190	metagenome			
Otu4479	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Otu4480	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4481	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured soil bacterium	
Otu4482	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4483	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767		
Otu4484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured Rhodospirillales bacterium	
Otu4485	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	metagenome	
Otu4486	Bacteria	Bacteroidetes	Bacteroidia				
Otu4487	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu4488	Bacteria	FBP	uncultured bacterium				
Otu4489	Bacteria	Verrucomicrobia	Verrucomicrobiae	S-BQ2-57 soil group	uncultured Verrucomicrobia bacterium		
Otu4490	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4491	Bacteria						
Otu4492	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium			
Otu4493	Bacteria	Planctomycetes	OM190	uncultured bacterium			
Otu4494	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	metagenome		
Otu4495	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4496	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	uncultured delta proteobacterium	
Otu4497	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4498	Bacteria	Chloroflexi	AD3	uncultured bacterium			
Otu4499	Bacteria	WPS-2	uncultured Firmicutes bacterium				
Otu4500	Bacteria	Actinobacteria	0319-7L14	uncultured actinobacterium			
Otu4501	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured Devosia sp.
Otu4502	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium		
Otu4503	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4504	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured bacterium
Otu4505	Bacteria	GAL15	uncultured bacterium				
Otu4506	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
Otu4507	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4508	Bacteria	Elusimicrobia	Lineage IIa	uncultured actinobacterium			
Otu4509	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured bacterium
Otu4510	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
Otu4511	Bacteria						
Otu4512	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
Otu4513	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4514	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium		
Otu4515	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
Otu4516	Bacteria	Actinobacteria	MB-A2-108	uncultured actinobacterium			
Otu4517	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured sludge bacterium H5		
Otu4518	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
Otu4519	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu4520	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu4521	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu4522	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13			
Otu4523	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4524	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu4525	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
Otu4526	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium KF-JG30-B11		
Otu4527	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu4528	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	
Otu4529	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4530	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu4531	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	Ambiguous_taxa
Otu4532	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Gemmatimonadetes bacterium LX87
Otu4533	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	metagenome	
Otu4534	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	
Otu4535	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosomonas	
Otu4536	Bacteria	Actinobacteria	0319-7L14	uncultured bacterium			
Otu4537	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured Paracraurococcus sp.
Otu4538	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	uncultured bacterium		
Otu4539	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured Bacteroidetes bacterium
Otu4540	Bacteria	Armatimonadetes	uncultured	uncultured bacterium			
Otu4541	Bacteria	Armatimonadetes	uncultured	uncultured bacterium			
Otu4542	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales			
Otu4543	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	
Otu4544	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	PAUC26f	
Otu4545	Bacteria	FBP	uncultured bacterium				
Otu4546	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
Otu4547	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured Acetobacteraceae bacterium		
Otu4548	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	
Otu4549	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured Sphingobacteriia bacterium	
Otu4550	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu4551	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured Gemmatimonadetes bacterium
Otu4552	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4553	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae		
Otu4554	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4555	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
Otu4556	Bacteria	Armatimonadetes	uncultured	uncultured bacterium			
Otu4557	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
Otu4558	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	
Otu4559	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4560	Bacteria	Armatimonadetes	uncultured	uncultured bacterium			
Otu4561	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4562	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu4563	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Otu4564	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	
Otu4565	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
